"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"13146882543","","","","","2010-04-30 19:40:59 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Does anyone have Internet Explorer and a minute to help me track down a javascript error?"
"13138999708","13100112806","16728047","","","2010-04-30 16:48:11 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@CarlosNZ Good work!"
"13138380613","13138060999","7565162","","","2010-04-30 16:35:57 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@michaelmcdaniel Reeder is the best in my opinion if you're syncing with Google Reader."
"13116001229","","","13110088480","33423","2010-04-30 07:09:32 +0000","<a href=""http://dev.twitter.com/"" rel=""nofollow"">API</a>","RT @gruber: ""Thoughts on Horses"": http://tumblr.com/x1p99flsl"
"13108464704","","","","","2010-04-30 03:39:35 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Dining out for life with Scottie and Megan http://flic.kr/p/7XohYq"
"13098798772","","","","","2010-04-30 00:23:45 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Brutal but true smackdown from Steve Jobs to Adobe, regarding Flash vs. the iPhone OS.

http://bit.ly/9Lt9wD"
"13084324355","13060905867","260","","","2010-04-29 19:03:25 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@sharon Thank you! It's been a fun little project for me too."
"13047950858","","","","","2010-04-29 03:38:57 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm An English muffin, a towel rack, a pregnancy book, and a stick of butter walk into a bar... http://flic.kr/p/7XaoJC"
"13033889432","","","","","2010-04-28 23:10:13 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","With the Noah's Ark ""discovery"" I think it's more interesting to note how some people on both sides want confirmation of beliefs over truth."
"13030414933","","","","","2010-04-28 21:54:02 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Self-trackers in a nutshell: the more they record, the more they want to have something to record.

http://nyti.ms/bKuE6P"
"13022410115","","","","","2010-04-28 18:57:10 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","I wish they rented studios or mini offices in the back of the beautiful new Elliot Bay Book Company."
"12989733426","12985954542","16366882","","","2010-04-28 05:23:13 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@zombielolita Gerty may be my favorite movie robot ever! Loved the tears."
"12989644955","","","","","2010-04-28 05:20:53 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","Her at 10pm: ""Let's go on a walk!"" Me: ""Okay!"" Then she proceeds to clean the oven and these shelves. #definenesting http://flic.kr/p/7WWZxG"
"12988799684","","","","","2010-04-28 04:58:49 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Stoked that according to Wikipedia Moon is going to have a sequel (or two). Duncan Zowie Haywood Jones is my new favorite director!"
"12985279520","","","","","2010-04-28 03:39:08 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Watching Moon to make up for Lost re-running. It's good! http://flic.kr/p/7WW2PW"
"12924212032","","","","","2010-04-27 03:38:29 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Visited by Aimee! http://flic.kr/p/7WFmNm"
"12861903085","","","","","2010-04-26 03:39:34 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Soul night at Chef Wang's http://flic.kr/p/7WohBJ"
"12800934065","","","","","2010-04-25 03:40:59 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Jotting down notes on a new idea in my decidely baby-ready livingroom http://flic.kr/p/7W1QSv"
"12780956426","","","","","2010-04-24 20:02:01 +0000","web","Looks like some people take their 750words.com streaks pretty seriously http://750words.com/patrons/note/161"
"12769954078","","","","","2010-04-24 16:00:15 +0000","<a href=""http://www.withings.com"" rel=""nofollow"">WiTwit</a>","My weight: 173.6 lb. Weekly weigh in. http://withings.com"
"12742771999","","","","","2010-04-24 03:39:53 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Left the awesome Madsen Tea Party slash baby powwow and on our way to dinner with Judi at Betty http://flic.kr/p/7VQypC"
"12676512133","","","","","2010-04-23 02:11:44 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","Picking up KA after her last day of work for 4+ months!  &kb,25:social (@ Vain) http://4sq.com/8RDzLo"
"12661122387","12660674868","23269692","","","2010-04-22 21:06:26 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@rodericrinehart Thanks! I've been archiving all of my RSS feeds from social networks for a while, and just use jQuery to plot the numbers."
"12595077087","","","","","2010-04-21 20:02:56 +0000","web","Those @playglitch guys aren't just building a beautiful game, they're building a beautiful way to build beautiful games http://bit.ly/b66Nd7"
"12594039635","12560338297","122817814","","","2010-04-21 19:38:26 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@rymodi Thank you! That's a high bar to meet these days but I definitely appreciate the thought."
"12555800718","","","","","2010-04-21 03:38:44 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Dinner in Ballard with Ben and Nicole http://flic.kr/p/7V83dn"
"12545148827","12540924820","14095370","","","2010-04-20 23:56:35 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@OffbeatAriel That's the great thing about being an indie biz! Throw in the towel when it becomes more  demoralizing than fulfilling."
"12539367779","","","","","2010-04-20 21:50:54 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Sorry for the potentially misleading info... 1 cm dilated doesn't mean she's in labor yet. We could have days or weeks to go. Stay tuned!"
"12531482643","","","","","2010-04-20 18:47:44 +0000","<a href=""http://foursquare.com"" rel=""nofollow"">foursquare</a>","1 centimeter dialated! &kb,lh,2,0:midwifecheckup (@ Rainy City Midwifery w/  @kellianne) http://4sq.com/bGPXo8"
"12378802564","","","","","2010-04-18 04:04:53 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Just got out of The Runaways... now I need to listen to some Joan Jett http://flic.kr/p/7UgkMR"
"12354135456","","","","","2010-04-17 18:06:16 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Want to see what Iceland's volcano, Eyjafjallaj?kull, looked like last night?

http://bit.ly/bmIEBp & http://bit.ly/dljbaK"
"12352418690","12350938517","2015","","","2010-04-17 17:27:35 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@joshc I would but my slot appears to be taken already! They should allow multiple entries per slot, right?"
"12348203735","","","","","2010-04-17 16:00:19 +0000","<a href=""http://www.withings.com"" rel=""nofollow"">WiTwit</a>","My weight: 173.6 lb. Weekly weigh in. http://withings.com"
"12322225935","","","","","2010-04-17 03:39:19 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm At Mama's Papa's Cantina post @foursquare day in-superswarming http://flic.kr/p/7U5w3E"
"12301202281","12300893194","15484730","","","2010-04-16 19:48:13 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Woah, that unicorn IS a jerk! RT @liabulaong i love these illustrations of a unicorn being a jerk, by cw moss: http://is.gd/bvYLK"
"12264909635","","","","","2010-04-16 04:36:45 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","I'm gonna go ahead and say that I think I've got this newborn parenting thing down. 

Words to eat later must first be served, right?"
"12263651559","12263426231","7565162","","","2010-04-16 04:05:20 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@michaelmcdaniel Cool, I'll get them both! Thanks!"
"12263315698","12262856290","7565162","","","2010-04-16 03:57:38 +0000","<a href=""http://mobile.twitter.com"" rel=""nofollow"">mobile web</a>","@michaelmcdaniel Is that a good book?I want them all!"
"12262521838","","","","","2010-04-16 03:39:11 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Reading Your Baby and Child, I like the ""devil's advocate"" sidebar items by hysterical parents http://flic.kr/p/7TP1Ze"
"12256855834","","","","","2010-04-16 01:38:34 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","Starting with what I know, I guess http://flic.kr/p/7TMMFz"
"12232721192","12227655880","7482","","","2010-04-15 16:43:11 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@arainert That's awesome news, Alex!"
"12202719402","","","","","2010-04-15 03:39:03 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Dinner at Bastille with Tyler and Loren and Kellianne! http://flic.kr/p/7TA3gV"
"12201069990","12200357973","772386","","","2010-04-15 03:04:20 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@willotoons Thanks Willo! If you need some new tshirt ideas I might have a couple in a week or so! How do you do that anyway? Find ideas?"
"12199700810","","","","","2010-04-15 02:36:53 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","I'm thinking of starting a simple comic strip about metaphors about being a human. Yea or nay? #fb"
"12196332077","","","","","2010-04-15 01:30:35 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Or maybe put another way, the key to happiness is conflicting emotions. Which leads to the logical conclusion that happy + sad = happy."
"12195456797","","","","","2010-04-15 01:13:22 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","A train full of planes with a sign ""Do not hump"" http://flic.kr/p/7TBNzs"
"12195262244","","","","","2010-04-15 01:09:28 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Maybe to be happy and not entirely satisfied is to be complete. 

That's not quite right. But it is. 

#deepthoughts"
"12189076742","","","","","2010-04-14 23:01:10 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","Taking a moment to sit in the park by myself with an empty notebook. http://flic.kr/p/7TxiH6"
"12186428852","12186150050","15887536","","","2010-04-14 22:01:41 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@donschaffner I guess the terrible advertising campaign is at least good at reminding us that they exist!  :)  So maybe it's a success."
"12185162710","","","","","2010-04-14 21:32:26 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","That new Hotmail campaign about ""the new busy"" is the WORST advertising I've seen in a while.  Hope I'm not hurting anyone's feelings."
"12184170604","12004562274","2080441","","","2010-04-14 21:09:35 +0000","web","@Tarky7 Glad you found 750words.com, and like it!  How did you like Locavore?"
"12183681232","12167086430","19675361","","","2010-04-14 20:58:23 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@cjerrells Thanks!  Do you mean avg time between starting and finishing or avg time typing?  I think the start-finish is around 40 minutes."
"12182821302","","","","","2010-04-14 20:38:16 +0000","web","I'm in a great mood today. Life is pretty much perfect. Work, friends, family, self--all in alignment. I'm ready for what's next. Bring it!"
"12145569995","","","","","2010-04-14 04:36:39 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Birth class is over, recruited some more friends http://flic.kr/p/7TqpSJ"
"12093051878","","","12091373299","4711","2010-04-13 08:03:00 +0000","<a href=""http://dev.twitter.com/"" rel=""nofollow"">API</a>","RT @sippey: quick notes on promoted tweets and platform reach http://bit.ly/dnZTx5"
"12084758820","","","","","2010-04-13 03:49:54 +0000","<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","Our house is so clean it's obscene!"
"12084257190","","","","","2010-04-13 03:38:37 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Wrapping up work at Bedlam, accidentally locked out of my house. http://flic.kr/p/7T6ELc"
"12053802112","","","","","2010-04-12 16:14:23 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Does anyone have an extra invite to dribbble.com? Curious to check it out."
"12033462634","12029474995","814304","","","2010-04-12 06:44:37 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@arielwaldman Yeah they're simple and addictive I think. I also take a picture at 8:36pm every day... going on 700 days."
"12027198052","","","","","2010-04-12 03:39:41 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Looking cross-eyed at a recipe for tonight http://flic.kr/p/7SNe6x"
"12026277991","12024871706","814304","","","2010-04-12 03:19:19 +0000","web","@arielwaldman Hi! I found you originally thru @avantgame I think. My fun projects are http://750words.com and the Locavore iPhone app."
"12018021985","","7943892","","","2010-04-12 00:23:06 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@ingopixel How are you holding up?"
"12016566615","12016474657","3157491","","","2010-04-11 23:50:26 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@naomijade I just saw that movie recently too. It's a perfect movie."
"12007235974","","","","","2010-04-11 20:01:12 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","As of today, I've written 750 words 100 days in a row.  I've earned my Phoenix badge.

http://bit.ly/cgvyke"
"12002937216","","","","","2010-04-11 18:14:31 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Damn, the IRS has found more McLeod taxes that I ""forgot"" to file in 2008. I also forgot the physical reaction I get to this sucky problem."
"12000749273","","","","","2010-04-11 17:22:31 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","RT @rdicker: Congratulations to Seattle Heights.  No longer Belltown's largest construction f-up: http://bit.ly/dl3Tgc"
"11979086125","11963487383","772386","","","2010-04-11 06:45:50 +0000","web","@willotoons I'm glad you like it! It's still new and there are kinks to work out, but I think the general idea is pretty neat, right?"
"11977793573","11977507480","10959642","","","2010-04-11 06:05:50 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@tara Not what I was expecting, but definitely worth seeing. Tina Fey is always funny."
"11971909576","","","","","2010-04-11 03:39:19 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Just left Pink Door with friends for romantic comedy hijinx at Date Night, the movie. http://flic.kr/p/7St7k4"
"11960631436","","","","","2010-04-10 23:14:31 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Trying to park in the most inaccesible parking spot in dt Seattle right now. Thanks street construction and ZipCar lot on 3rd & Virginia."
"11943412132","","","","","2010-04-10 16:00:15 +0000","<a href=""http://www.withings.com"" rel=""nofollow"">WiTwit</a>","My weight: 174.2 lb. Weekly weigh in. http://withings.com"
