"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"7263687080","7262622163","13443292","","","2010-01-01 07:42:05 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@senoraj That sucks! I"
"7262674410","","","","","2010-01-01 06:52:34 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","I met @kellianne, @asabass, @carinnatarvin and many others 3 years ago tonight! #happynewyear!"
"7259142971","","","","","2010-01-01 04:39:20 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Potluck before dancing! http://flic.kr/p/7s4cv1"
"7256343807","7256282702","35141809","","","2010-01-01 02:45:25 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@JimmyJameson Adobe Image Ready CS, which for some reason is on my computer. I found a tutorial on YouTube for making animated gifs w/it."
"7255893850","","","","","2010-01-01 02:26:46 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Ha! Got my animated gif to work. Watch me run and jump and dance! http://bit.ly/4CL0mr"
"7248145150","","","","","2009-12-31 21:27:48 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Ran 3.0 miles at a 9:48/mi pace + weights; thought about what makes things difficult. #exercise"
"7243315563","","","","","2009-12-31 18:38:44 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Review it, recap it, whitewash it, summarize it, shine it!"
"7225446309","7225410290","20833838","","","2009-12-31 06:37:03 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@carinnatarvin Yes please! Check the link in your email! Help!"
"7222463626","","","","","2009-12-31 04:50:47 +0000","<a href=""http://flickr.com/services/twitter/"" rel=""nofollow"">Flickr</a>","8:36pm Making my first animated gif but it's not really working http://flic.kr/p/7rLoTa"
"7218253553","","","","","2009-12-31 02:35:01 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Does anyone out there have an extra couple hrs today/tomorrow and want to help me polish the design of http://bigcheckin.com ?  #fb"
"7218090499","7217983816","8710082","","","2009-12-31 02:29:47 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@matthickey That was the last one I found too."
"7217883466","7217635073","8710082","","","2009-12-31 02:22:57 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@matthickey Which ones have you figured out? I can give you a hint if you want."
"7216846939","","","","","2009-12-31 01:48:57 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","You should play this game, Every Day the Same Dream, all the way to the end. http://bit.ly/75Fk9w Beautiful."
"7215124245","7215022198","20833838","","","2009-12-31 00:51:02 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@carinnatarvin Awesome! How about Korby??? :)"
"7214115150","7209917273","26166039","","","2009-12-31 00:16:10 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","@MeganWelling Yes! Come anytime around 7, bring any food/snacks/drinks you want, and we'll head over to the Croc at 10ish!"
